label,text
FALSE:, Dengue and tuberculosis killed more in a week than coronavirus.
FALSE:, Videos of empty hospitals show the COVID-19 is fake.
FALSE:, “Actors” applauded Macron when he visited the suburban city of Pantin near Paris.
FALSE:, Instagram posts marketing Cinchona bark powder as the substance from which the drug chloroquine is made and  suggesting the powder as a potential protection or cure for COVID-19.
FALSE:, Maduro decreed three months of quarantine.
FALSE:, A kid was named “Gattel Covid” after the Ministry of Health’s subsecretary and the name of the disease.
FALSE:," This death body was incinerated in the streets of Guayaquil, Mexico."
FALSE:," “Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”"
FALSE:, A video has been viewed thousands of times on Facebook alongside a claim it shows Muslims in the US praying on a street during the coronavirus pandemic.
FALSE:," Croatian doctors, including the country’s health minister, held a ceremonial ball despite of quarantine measures."
MISLEADING:, A news article headline says the Chinese team of 15 doctors sent to Nigeria have all tested positive for coronavirus.
FALSE:, Soap and hand sanitizer can be used to kill coronavirus in the body.
FALSE:," Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state."
FALSE:, China’s Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.
FALSE:, A video of two Albanian female news anchors wearing revealing jackets on-air has been viewed tens of thousands of times on Twitter alongside a claim that they dressed promiscuously in a bid to persuade people to stay indoors during the COVID-19 pandemic.
FALSE:, Herd immunity is probably why California has far fewer COVID-19 deaths than New York.
FALSE:, A mixture of camel milk and urine will cure COVID-19.
FALSE:, Ugandan Chief of Police rants about importance of quarantine.
FALSE:," The new vaccination system against COVID-19, studied in Pittsburgh in the US, inserts microchips in the body."
FALSE:," “The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”"
FALSE:, A graphic purporting to detail health risks due to 5G-induced radiation has been published on various websites and shared hundreds of times on Facebook and Twitter. The image was shared as other hoaxes circulated claiming that COVID-19 is linked to the global rollout of 5G networks.
FALSE:, Since there is COVID-19 nobody in Germany dies of heart attacks or cancer anymore.
FALSE:, A graphic video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter alongside a claim it shows two Islamist extremists killing a Hindu man in the Indian state of Rajasthan during India’s COVID-19 lockdown.
FALSE:, Woman committed suicide due to the coronavirus lockdown.
FALSE:, Sikh Monk Baba Banta Singh infected with coronavirus.
FALSE:, China asked France to give Huawei the French 5G market in exchange for masks against COVID-19.
FALSE:, The French president Emmanuel Macron was welcomed by a fake crowd during a visit near Paris during the lockdown.
FALSE:, The known professor Charles Lieber of Harvard was arrested because he sold the SARS-CoV-2 virus to the Chinese government for 15 million dollars.
MISLEADING:," News stories and social media posts in China claimed research on virus mutations proves the origin of COVID-19 is the United States. They say a strain found in Washington State, which was later removed from an international database, has unusually high number of mutations and it is the oldest among all strains."
FALSE:, A YouTube video shared thousands of times claims that two children died from a novel coronavirus vaccine in Guinea.
FALSE:, 80% of COVID-19 patients die due to mechanical ventilators.
FALSE:, Bill Gates profits from vaccination and wants to reduce the world’s population.
FALSE:, Cupping therapy for the back and autohemotherapy are the methods of treatment and prevention of the new coronavirus.
FALSE:, Hindus cast their idols in the sea because they did not defend them against the coronavirus.
False:," Text contains a series of insulting qualifications, stereotyping, publishing a photo and revealing the identity of a suspect, who, despite claiming to be in self-isolation, met many people and infected them with the coronavirus."
Misleading:," Venko Filipce, the Minister of Health in North Macedonia, said on a TV show that all the new coronavirus patients in the country have a mild clinical picture."
False:, You can prevent COVID-19 by using salt and menthol in your nose and mouth
False:, The field hospital built in a football stadium in São Paulo (Brazi) to receive COVID-19 patients is empty.
False:," The COVID-19 death tool in São Paulo (Brazil) has been reviewed, from 201 confirmed cases to only 26."
False:," A man called Antonio Carlos, 67 years old, has just been cured of COVID-19 by using chloroquine. He was released from Unimed Hospital, in Rio de Janeiro (Brazil)."
False:, Indian government will reduce employees’ pension by 30% and terminate pensions offered to those who are above 80 as a way to divert funds towards managing health services and tackling the adverse impact of the new coronavirus pandemic.
False:," The new coronavirus pH varies from 5.5 to 8.5. To defeat it, we need to consume more alkaline food."
FALSE:, Video of dead bodies of COVID-19 infected persons washed ashore as they were thrown in to the seas by some countries.
FALSE:, Images with claims that Myanmar government should send COVID-19 quarantine people to these buildings in Rakhine state.
FALSE:, Website link in order to activate 100 GB Free Internet Data & Rs.500 Talk time offer amid the COVID-19 situation in Sri Lanka.
FALSE:," Some Countries are dumping COVID-19 infected dead bodies in the sea, therefore be careful while consuming sea food."
FALSE:," Herd of Sri Lankan Sambar Deer’s were seen freely gazing on a beach of Yala National Park, due to lack of human activity during current curfew period in Sri Lanka."
FALSE:, The Province of Buenos Aires established the mandatory use of face mask from April 13.
FALSE:, A Facebook user shared a video that shows dead bodies being washed ashore at some unidentified beach.
FALSE:, The poem ‘And the people stayed at home’ is over a century old and was inspired by the Spanish flu pandemic.
FALSE:," In new interview to Fox, President Trump suggests India could have early access to COVID-19 vaccines being developed in US since PM Modi accepted request on HCQ."
False:, Colombian President Iván Duque was ranked third-best world leader at managing the COVID-19 pandemic
False:, Video shows the effectiveness of face maks while sneezing using a spray can.
Misleading:, This is a photo of a chinese doctor and it’s accompanied by recommendations to prevent COVID-19.
False:," Chlorine dioxide, or Miracle Mineral Solution (MMS) can cure COVID-19."
Misleading:, Tedros Adhanom Ghebreyesus said that “abortion is essential during COVID-19 times”.
Explanatory:, An audio of an alleged pulmonologist at the Regional University Hospital of Malaga who talks about cures for coronavirus.
FALSE:, A video of a television presenter talking about eastern equine encephalitis as a new virus much more deadly than the coronavirus.
FALSE:," Dr.Charles Lieber, chair of Harvard University’s Chemistry and Chemical Biology Department was arrested for manufacturing and selling the coronavirus to China."
FALSE:, An alleged bot system on Twitter controlled by the right wing of Spain uncovered by mistake.
FALSE:, An Indian doctor who had gone to collect coronavirus samples in Uttar Pradesh was stoned to death.
FALSE:," A video of a white car ramming several police cars in Errenteria (Guipuzkoa), Spain."
FALSE:, Boy washing apples in a sewer claimed to be from India and is linked to the coronavirus
FALSE:, COVID-19 vaccine trial killed 7 children in Senegal.
FALSE:, A Brazilian broker who works at Nasdaq has recored a video defending Brazilian president Jair Bolsonaro.
FALSE:, A blog post suggests that the Nigerian Finance Minister says the federal government lost 700 billion naira from the COVID-19 relief fund to the fire outbreak at the Accountant General’s office.
FALSE:, Bolsonaro Week’ is a movement to reopen stores in Brazil and sell products with discounts.
FALSE:," Main hospital in São Paulo, Brazil, has no patients infected with COVID-19."
FALSE:," A man named Antonio Carlos, aged 67, was treated in Hospital Unimed-Rio and healed with chloroquine treatment."
FALSE:," A photograph has been shared hundreds of times in Facebook, Twitter and Instagram posts with claims that it shows Nigerian movie star Funke Akindele Bello picking up waste in the street as a punishment for throwing a party during the COVID-19 lockdown."
misleading:, Loss of smell as a symptom of COVID-19 has not been demonstrated.
FALSE:," “Church services can’t resume until we’re all vaccinated, says Bill Gates.”"
PARTLY FALSE:," Department of Health (DOH) Secretary Francisco Duque III on Thursday, April 9, claimed the Philippines has relatively “low” cases of coronavirus, and has done better in containing its spread than other “richer” countries."
FALSE:," Video of birds flocking together on Chandigarh’s Kalka Road, India, during the lockdown."
FALSE:, Ratan Tata has said that human motivation and determined efforts will make experts’ predictions go wrong regarding the fall of the Indian economy during the COVID-19 crisis.
FALSE:, Image of COVID-19 infected person’s throat.
FALSE:," Image of Dr. Vandana Tiwari who died after an attack by Muslims in Uttar Pradesh, when she went to screen them for COVID-19."
False:, Turkey confiscated the ventilators going to Spain from China.
False:, Text shows the health advices Dr. Oz gave.
FALSE:," A screenshot of an article about the link between coronavirus and 5G, which Dutch news medium De Telegraaf alledgedly published and deleted."
FALSE:, Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.
FALSE:," COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and that’s what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia."
FALSE:, A video showed that Kenya authority roped in the Maasai Tribe to enforce the lockdown.
FALSE:," Drinking garlic, onion, lemon and ginger as a drink cures COVID-19
."
FALSE:, A law allows people to go for a run during the state of alarm in Spain.
FALSE:," Opposition parties in Japan have opposed all deliberation in parliament, blocking commission meetings for two days because they wanted to look more carefully into the contents of the supplementary budget."
FALSE:, A video has been viewed thousands of times on Twitter and YouTube alongside a claim that it shows Malaysian nationals storming a customs office in the Malaysian state of Johor after Singapore closed its borders in an effort to curb the growing COVID-19 pandemic.
FALSE:," Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment."
FALSE:, A video has been viewed hundreds of thousands of times on Facebook and YouTube in March and April 2020 alongside a claim it shows a Koran recitation during a US Senate meeting attended by President Donald Trump during the COVID-19 pandemic.
FALSE:, Corona transmission can be stopped by staying silent for 3 days.
FALSE:, $50 million funds from World Bank to be chanelled to the Sonko Rescue Team in Kenya.
FALSE:, 59 Kenyans killed after drinking Dettol to prevent COVID-19.
FALSE:, Kenyan President Uhuru gives artists Sh 2 billion as a cushion due to COVID-19 job losses.
FALSE:, Croatian PM Plenković opening borders to migrants in the shadow of the coronavirus crisis.
FALSE:, An article says that Britain has “pulled out” of a 5G contract with Chinese company Huawei because test kits were found to be contaminated with coronavirus.
FALSE:, A video claims to show that the Nigerian government has spent US$2 million to “import” Chinese doctors and supplies.
FALSE:, U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.
FALSE:, COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.
FALSE:, Top German virologist Jürgen Rissland recommended drinking whiskey to combat COVID-19.
FALSE:, CDC admitted to lying about COVID-19 death stats.
FALSE:, A photo of a woman lying in a hospital bed with medical equipment attached to her body has been shared hundreds of times on Facebook and Twitter alongside claims that the woman was a doctor who died after being beaten by a Muslim mob while trying to administer novel coronavirus tests.
FALSE:," Gloria “Ka Bea” Arellano, chairperson of urban poor group Kadamay, asked for a house with free Wi-Fi in connection with the stay-at-home prescription under the enhanced community quarantine."
FALSE:," A doctor who went to Uttar Pradesh (a state in India) to screen patients for coronavirus, was attacked with stones by Muslims. She succumbed to her injuries."
FALSE:, A Tablighi Jamaat member kept in Uttar Pradesh’s (a state in India) isolation ward is running naked and creating chaos.
FALSE:, French astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.
FALSE:, Ivermectinum treats COVID-19 in 2 days.
FALSE:," A video by a Russia blogger who claims that a Spanish hospital he is recording, is empty and that the information on the spread of the coronavirus is exaggerated."
FALSE:," With the novel coronavirus sending the US economy into freefall, posts that list phone numbers for job seekers to call and find work have been shared thousands of times on Facebook and Instagram."
FALSE:, Dr. Li Wenliang (the Chinese whistleblower doctor) has proposed that drinking tea can cure COVID-19.
FALSE:, Boris Johnson shopping in England in the time of coronavirus.
FALSE:, The Nigerian finance minister has admitted that N700 billion of COVID-19 relief funds were lost in a fire.
MISLEADING:, A Facebook post claims testing kits bought by the United Kingdom from China are contaminated with SARS-CoV-2.
FALSE:, Canada is free of COVID-19.
FALSE:," A vital video depicts angry citizens in the city of Wuhan, where the outbreak of SARS-CoV-2 began, bringing down a 5G tower due to its connection with the increased deaths from the COVID-19 pandemic."
FALSE:, Researchers developed a drug that can cure COVID-19 in 3 days.
no evidence:," The US uses the new coronavirus to put in place global control. They are going to inject nano-chips during vaccination, to control the foreign economies affected by COVID-19, and to govern those countries."
FALSE:, Philippines President Rodrigo Duterte said he has been warning of the COVID-19 “since the beginning.”
FALSE:, Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.
FALSE:, PCR test swab length “is double the length for the flu test”.
FALSE:, People in Ukraine will be forcibly vaccinated against the new coronavirus.
FALSE:, An Italian gathering chants “Long live Egypt” after the Egyptian government provided medical aid to Italy.
FALSE:, Iranian girl Anahita Hashem Zadeh dies of COVID-19.
FALSE:," An image showing the lighting of the Burj Khalifa in Dubai in the colors of the Syrian flag, in solidarity with the Syrians facing coronavirus."
FALSE:, The European Union lifted economic sanctions on Syria.
False:, A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.
False:, The SLPP (Ruling Party in Sri Lanka) symbol has been used in Sathosa (State owned retail chain) spice packaging as part of political campaign during relief distribution amid COVID-19.
False:, President of Sri Lanka has contracted COVID-19.
False:, FBI has arrested a US professor who has manufactured and sold coronavirus to Wuhan.
False:," Luis Fernando Camacho, presidential candidate of the political party Creemos, donated respirators to Bolivian hospitals to combat COVID-19."
False:, Drinking water with garlic could protect you against COVID-19.
False:, Chlorine dioxide cures COVID-19.
False:, Bolivian former president Evo Morales asks by audio the militancy from political party Movement to Socialism to destabilize the actual government of Bolivia in this lapse of quarantine.
Misleading:, A chart shows how the Bolivian government received more than 500 million dollars to combat COVID-19.
False:, Bolivian Government Minister Arturo Murillo in a conference asked women to get their uterus ready because the crisis of COVID-19 comes soon.
Misleading:, Video shows how Bolivian police shot a moto-taxi that had not respected the COVID-19 quarantine in Montero.
False:, 31 coronavirus patients have recovered in Ghana.
False:," Leonardo Da Vinci Hospital, a COVID-19 reference hospital in Fortaleza, Brazil, is empty. A video “proves” there was no one at the areas open to the public."
False:," Roberto Gazolla, a COVID-19 reference hospital in Rio de Janeiro, Brazil, is empty. Photos “prove” there was no one at the areas open to the public, like the entrance hall."
False:, A RAI TV show from 2015 warned about Chinese research to create a new coronavirus from other virus parts. It all took place in Wuhan.
False:, American citizens have placed a nude statue of President Donald Trump in New York City because he failed to handle the coronavirus situation in USA.
False:, All social media group admins are requested to close their groups for two days.
False:, A video shows a man spitting into a bottle of tea and placing it back on a supermarket rack in an attempt to spread the coronavirus infection.
False:, Family starving for food commits suicide in India during lockdown.
False:, Green tea can cure COVID-19.
False:, Indian government deploying the army in Telangana to curb the coronavirus situation
False:, Indian Singer Kanika Kapoor was treated in Mumbai Wockhardt Hospital for COVID-19; the hospital was shut down as staff got infected.
False:, The WHO issued protocol for a COVID-19 curfew
False:, Muslim League Bangladesh party leader’s son Janab Muhammed Abdul Alam donates 800 cr to CH charitable trust works under Muslim League.
False:, Video of a man belonging to Tabligi Jamaat stripped naked and vandalizing the hospital where he’s put under quarantine.
Explanatory:, Can asymptomatic people with coronavirus spread the virus?
False:," MMS, essential oils are cures for the coronavirus."
Explanatory:, Relationship between breastfeeding with COVID-19 and the risk of transmitting the coronavirus to the baby.
False:, Some countries are throwing away bodies of coronavirus patients into the sea.
Misleading:, In Karnataka all Hindus have decided to boycott Muslims because of their anti-national activities.
False:, COVID-19 is transmitted through fruits and vegetables In Hong Kong.
False:," A video shows that after drinking snake blood during training in Thailand, US soldiers went to Wuhan for the Military World Games. The US soldiers were the intermediate hosts of COVID-19."
False:," A picture of an agglomeration of people in São Paulo’s “Crackland”, alledgedly during the lockdown."
False:," A video of a man in front of the Pacaembu Stadium, in São Paulo, where a field hospital for COVID-19 patients was built. He claims that, since there’s no movement in the entrance, no one waiting to get in, there’s no one inside either."
FALSE:, Can nebulizations relive coronavirus symptoms?
FALSE:," In the wake of coronavirus outbreak, the Ministry of Tourism has issued an order for the closure of Hotels, Restaurants and Resorts in the country till 15 October 2020."
FALSE:, Video of a Tablighi Jamaat member roaming naked and creating ruckus in the isolation ward.
FALSE:, Drinking coffee “decreases the voracity” of the coronavirus
FALSE:, A picture text circulating on WhatsApp attributed to the Nigeria Centre for Disease Control claims they spent 1 billion naira on SMS notifications to educate Nigerians.
FALSE:, A video shows a fortune teller predicting the coronavirus pandemic in December on Spanish TV.
False:, Papa John’s Colombia is giving away free pizzas during the quarantine.
False:, This is a photo of people who died because of COVID-19 attacking the police in Ecuador.
Misleading:, Ivermectine destroys coronavirus in 48 hours.
FALSE:, Mexican companies are giving 4G as a gift because of the quarantine.
FALSE:, Harvard professor arrested for having ties with creating the coronavirus and leaking it.
FALSE:, Australian researchers discovered the cure for coronavirus: a antiparasitic medicine called Ivermectin.
FALSE:, Eating raw garlic and tumeric every day protects you from coronavirus.
FALSE:, Ex-president of Colombia Uribe has COVID-19.
FALSE:, Some food with low pH reduces the coronavirus.
FALSE:, Steam with eucalyptus prevents coronavirus.
FALSE:, Professor Lieber created and sold COVID-19 to China.
FALSE:, Drinking coffee “decreases the voracity” of the coronavirus.
FALSE:, Gargling with baking soda and hot water kills the coronavirus.
FALSE:," A video showing law enforcement officers beating civilians is being shared on Facebook and WhatsApp in Nigeria, with claims that it shows Nigerian soldiers beating citizens while enforcing the COVID-19 lockdown in the country."
FALSE:," A screenshot of a web publication has been shared hundreds of times in multiple posts on Facebook, Twitter, and Instagram that claim the Nigeria Centre for Disease Control said it spent a billion naira ($2.78 million) on COVID-19 text message awareness campaign."
FALSE:, Israel does not have COVID-19 deaths thanks to a cure made of baking soda with lemon.
FALSE:, There will be a worldwide Internet ‘blackout’ during Easter.
FALSE:," IMAS, a Costa Rican welfare institution, enabled a phone line to request money for a pandemic from COVID-19."
FALSE:," Auto Mercado is giving away $ 500 coupons, or Papa John’s pizzas for the COVID-19 pandemic."
FALSE:, Sodium chlorite kills COVID-19.
FALSE:, With eucalyptus sprays you can “destroy the virus (SARS-COV-2)”
FALSE:, Walmart is giving away $ 250 free food to everyone this week to support the nation in Mexico.
FALSE:," One article of “Le Parisien” French journal, published in 2013, reveals that COVID-19 was created by Chinese scientists."
False:, Photo shows an Italian billionaire hurling his fortune because he lost his family.
False:, Photo shows the dorm rooms where the ones turning back from Mecca were quarantined.
False:, Kayseri municipality published Coffin Dance billboards for COVID-19
FALSE:, A doctor warned about 57 positives cases that should be hidden in Ecuador.
misleading:, Multiple Facebook posts claim an anti-viral injection that was being developed in the Philippines in April 2020 is a cure for COVID-19.
misleading:," In the midst of the coronavirus crisis, Prime Minister Mette Frederiksen has received a salary increase."
FALSE:, Danish politician quoted for saying the coronavirus epidemic is caused by refugees.
FALSE:, Multiple posts shared with pictures of an aircraft delivering supplies claim to show the delivery of coronavirus vaccines from China to a Nigerian airport.
Misleading:," WHO advises that amid the rise in COVID-19 infections, 
cloth (e.g. cotton or gauze) masks are “not recommended under any circumstances.”"
FALSE:, A Taiwanese TV program reports that the lungs of many patients affected by COVID-19 had become fibrous and their survival rate is lower than that of lung cancer.
Partly false:," The coronavirus is only as dangerous as a flu, the diseases have the same death rate, air pollution and bad hygienic conditions in Italian hospitals (hospital germs) are responsible for the many death cases and only 5% of the whole population is endangered by COVID-19."
FALSE:, Israel health minister said COVID-19 was a punishment againt homosexuality.
FALSE:," Germany, Austria and Switzerland markets chlorine dioxide."
FALSE:," Ángeles Blanco, tv host, thanks God because the situation is getting worse in Germany because of COVID-19."
FALSE:," Leire Pajín, former minister of health, advises the Government on the coronavirus technical committee."
FALSE:," A Facebook user claims Melinda Gates divorced her husband, Bill Gates, for wanting to destroy Africa."
Misleading:, Photographs of coronavirus patients casket in Italy.
FALSE:, US arrests the man who created COVID-19.
FALSE:, German doctor claims half of COVID-19 tests shows false positive results.
FALSE:, A Facebook post claims the World Health Organization is hiring community enforcement workers in Kenya to help create awareness of COVID-19 and links to a Google Form application.
misleading:, Multiple posts have been shared on Facebook in early April 2020 claiming that Singapore introduced fines of up to SGD$150 for anyone not wearing a face mask outdoors during the COVID-19 pandemic.
FALSE:," India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls."
FALSE:, Multiple posts on social media in Nigeria claim that the United Kingdom terminated a deal with Chinese tech company Huawei after receiving contaminated coronavirus test kits.
Misleading:," The internet portal El Horizonte says that from April 5 to 6, 2020 there was a day without COVID-19 infections in Nuevo Leon, Mexico."
FALSE:, Official data show that there were more deaths in Italy in 2019 than in 2020.
FALSE:, Screenshots circulating on Twitter and Facebook say the Nigeria Centre for Disease Control spent N1 billion (US$2.7 million) on sending text messages to educate Nigerians about COVID-19.
FALSE:, A “study” saying that runners and cyclists may project contaminated droplets up to 5 meters
FALSE:, Family of three died within days of each other before testing positive for coronavirus.
MISLEADING:, Australian researchers developed a drug that can neutralize SARS-CoV-2 in 48 hours.
FALSE:, An image shared via WhatsApp states that COVID-19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar.
FALSE:, Everyone in Israel drinks a cup of hot water with lemon and a little soda every night. It has been proven to kill the virus.
FALSE:," The Israel Minister of Health, Yaakov Litzman, said COVID-19 is the divine punishment for homosexuality, and has since been tested positive with COVID-19."
FALSE:, Queen Elizabeth is shown in a quote card to be praising President Rodrigo Duterte for the Philippines government’s efforts amid the COVID-19 pandemic in a recent speech.
FALSE:," A picture shows “María Asunción Del Refugio Domínguez, a scientist who graduated with honors. It is very likely that she has discovered a vaccine for COVID, in her arduous investigation, she was infected with the virus.”"
mostly false:, In a video a paramedic claims the risk to get COVID-19 increases when you wear a face mask.
FALSE:, A chain message on WhatsApp invites the population to process cash bonds delivered by Mexican government agencies due to the quarantine.
mostly false:, A pandemic risk analysis of the German government from 2012 disappeared from the archive of the parliament.
FALSE:, The army and the police in Spain are carrying out a massive campaign of arrests in the streets for the elderly. The army arrests anyone over the age of fifty and puts them in quarantine.
FALSE:, The World Health Organization selects the Tunisian Minister of Health as the best health minister in Africa.
False:, Spain will track down to location of mobile phones to control people during the lockdown.
False:," Coronavirus epidemic is a hoax, used to cover-up that 5G network is secretly being installed in Croatia’s capital city Zagreb."
False:, There is no home vaccination against coronavirus in Cuba.
False:, Barack Obama warned Africans against vaccines from America and Europe.
False:, Criminals are handing out masks with chemicals to make people pass out in order to commit robbery.
False:, Money was taken from hospitals to finance cultural projects in Brazil.
False:, Brazil was ranked by the World Bank as the country with best policies in the fight against COVID-19.
False:, Video shows an alleged hotel owner in New York who jumped out of a window after firing all his employees. The hotel went bankrupt because of the lockdown policies.
False:," Fábio de Melo, a famous Brazilian priest, published a text criticizing lockdown and asking for empathy for those who need to work."
False:, A 24-hour COVID-19 hotline offers essential food items during curfew in Sri Lanka.
False:, The Macedonian Minister of Health “boldly tramples on a serious brand like Acibadem Sistina and deters the citizens to take tests in this hospital.”
Explanatory:, Coronavirus can be spread to animals.
Explanatory:, Coronavirus can be spread between people and animals.
False:, A Royal Decree-Law approved and published in the Official State Gazette (BOE) would allow people who regularly do sports to run during the state of alarm.
False:, A video of a television presenter where she says “thank God things get complicated” referring to the coronavirus in Germany.
False:, Tamil Siddhas mentioned herbal medicine for COVID-19.
False:, The disaster management act in India prohibits posting messages regarding COVID-19 and would attract punishment to those who don’t obey.
False:," Police warn Whatsapp group admins regarding punishment on posting fake content, hate messages against religious and social groups."
Misleading:, This protein is a cure against COVID-19
False:, Claim that the Polish government is planning to cut on family benefits due to coronavirus.
False:, An image shows a COVID-19 rail tanker.
False:, 70 Muslims who attended the Tablighi Jamaat event in Delhi are misbehaving with the staff in Belagavi in Karnataka.
False:, The mayor of Curitiba in Brazil did not order the closure of shops and the city did not register any deaths by COVID-19.
False:," Cuban recommends aspirin, honey and lemon to cure COVID-19."
False:, A video by influencer Miranda Makaroff who says that the brain can control the immune system and heal us.
False:, Prince Charles of Wales has been cured of the coronavirus using homeopathy.
False:, President Donald Trump has announced that the Roche Medical Company will launch a coronavirus vaccine this Sunday.
False:, The Washington Post has published an editorial whose title is “Either wild capitalism dies or civilization dies.”
False:," Empty hospital corridors and waiting rooms in Toulon, France, prove that the government is lying on the degree of gravity of coronavirus crisis."
Misleading:," This old poem, writen during XIXth century, prove that the history of pandemia repeats itself among centuries."
False:, A member of Tablighi Jamaat is roaming naked and misbehaving with hospital staff.
False:, The WHO advises against consuming bakery products.
False:, The WHO advises against consuming bakery products.
False:, Steam from boiling oranges kills COVID-19.
False:, Coronavirus will be exterminated if lockdowns are lifted.
False:, The number of deaths from COVID-19 are exaggerated.
False:, Brazilian Chamber of Deputies president rejected a Jair Bolsonaro bill about COVID-19 quarentine in February.
False:," Mike Ryan, director of the WHO, said isolation measures worsen the pandemic."
False:, Hindus drop their religious statues in the sea because of its uselessness in COVID-19 crisis.
False:," Social media accounts purporting to represent the Nigeria Centre for Disease Control have proliferated since February, when Africa’s most populous country recorded its first case of COVID-19."
FALSE:," President Emmanuel Macron was cheered by a crowd of fake supporters during a visit in Pantin, France."
FALSE:, Video of the Kenyan Government using a Maasai tribe man to impose social distancing in Kenya.
Misleading:, Muslim owned restaurants in Bengaluru have chefs brainwashed by Markaz attendees and are spreading coronavirus by spitting in the food.
FALSE:, A post says that Barack Obama warned Africans not to accept European or American vaccines.
FALSE:, A Dutch minister said that “giving money to Portuguese politicians is like putting a cat in a sardines basket”.
False:, Link to get 160.000 pesos help from the Colombian government.
False:, Former Colombian president and current senator Álvaro Uribe tested positive for COVID-19
FALSE:, 5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.
Misleading:, Video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food.
FALSE:, Black body bags being referred to as deaths in New York and the reason a lockdown is essential.
FALSE:, Colombian President Ivan Duque is one of the leaders who best faced the COVID-19.
FALSE:, Italians throw money in the street protesting against coronavirus.
Misleading:, Colombia is the country with the most intensive care beds in Latin America.
FALSE:, Alkaline diets are effective against coronavirus.
FALSE:, A Facebook post shared thousands of times claims seven children died in Senegal after being given a COVID-19 vaccine.
FALSE:, Dozens of posts shared hundreds of times on Facebook and WhatsApp claim that South African President Cyril Ramaphosa told foreigners to leave the country to minimise the spread of the novel coronavirus.
FALSE:," A video has been viewed hundreds of thousands of times in posts on Facebook, YouTube, Douyin and Weibo purporting to show a detector dog after it was assaulted during a security check amid the ongoing COVID-19 pandemic."
FALSE:, Senasa or the Costa Rican Public Force will sacrifice cats due to the COVID-19 pandemic.
Mostly False:, Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that “election workers he forced to work … do not have.”
FALSE:, The virus did not affect the main Chinese cities or some countries like Syria and Russia.
FALSE:, Various graphics in the form of quote cards show personalities praising President of the Philippines Rodrigo Duterte for his administration’s response to the coronavirus outbreak. The quotes in some of these graphics also denounce Duterte’s critics.
Misleading:, Are people dying in the streets like Ecuador?
FALSE:," The FBI of the US had warned that there would be riots in the Chinese community since 600,000 unemployed gangsters are going to be releasing. They are targeting Chinese because the coronavirus is originated from China."
FALSE:," When you have symptoms of dry coughing, sneezing, faint, fever, and difficulty breathing, you are infected with COVID-19; if you have only coughing and sneezing, then it’s just the air pollution."
FALSE:," A claim has been shared repeatedly in multiple Facebook, WhatsApp and Twitter posts that the Indian government has outlawed social media posts about the novel coronavirus pandemic through a piece of national legislation called the Disaster Management Act."
FALSE:, Bhutan has zero COVID-19 cases thanks to its vegetarian diet.
FALSE:, A video has been shared in multiple Facebook and Twitter posts in April 2020 alongside a claim it shows a temple in India that was turned into a COVID-19 quarantine centre by the state government.
FALSE:," Once a state of emergency is declared, you will be banned from going out for three weeks in Japan."
FALSE:, A video has been viewed hundreds of times in multiple posts on Facebook and Twitter alongside a claim it shows an Italian woman who committed suicide after contracting COVID-19.
FALSE:, Erdogan will not close mosques in Turkey during the coronavirus pandemic.
FALSE:, Smoking cannabis can prevent COVID-19.
FALSE:," Social media posts claim South African president Cyril Ramaphosa has told all foreigners to leave the country by 21 June, when another three-month “total lockdown” will be implemented."
FALSE:, Michigan governor violated social distancing order while signing stay-at-home order.
misleading:," A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment."
FALSE:," A video has been viewed more than one million times in multiple posts on Facebook, Twitter, YouTube and TikTok which claim it shows people in Italy chanting “Allahu Akbar” and seeking “help from Allah” during the coronavirus pandemic ."
FALSE:, A Muslim boy is spitting on bread slices to spread coronavirus.
No Evidence:, On social media a graph is reportedly showing a correlation between the use of face masks in four Asian countries and significantly fewer coronaviruses cases.
